sessionId,userId,duration,engagementScore,bounced,bounceProb,pages,clicks,avgScrollDepth,startTime,deviceType
eb124c60-91a3-48f4-85d2-20952df65149,80a835a3-edbf-4eaf-a678-76d10b94bd13,89,5.342845528456586,False,0.46571544715434143,2,4,70,2026-04-20 22:53:02.746000,mobile
931982df-c882-4581-9b01-ecf440825754,ab448dc1-f551-46f6-8b80-5b76d0122d7b,264,4.786427184275961,False,0.5213572815724039,2,2,54,2026-04-17 17:53:02.748000,desktop
2217dc10-5d39-47a0-8b41-ffa0cc6b54eb,bb39831c-1d2c-4aa1-9f08-7bcfea803f51,763,8.865214158098386,False,0.11347858419016144,4,13,87,2026-04-21 04:53:02.750000,desktop
2efcf729-25ce-446f-b084-6259cce93c4d,9b27627e-cde8-4c9d-8015-4db11dc6f066,273,5.861405507502109,False,0.4138594492497891,2,4,41,2026-04-21 13:53:02.752000,mobile
08dd4dec-e559-441d-a036-9b593fe1eaac,c65482ec-a570-4a92-accb-4bafe86b8872,362,7.330313691223288,False,0.2669686308776712,3,15,97,2026-04-21 09:53:02.753000,desktop
648610f7-9fbf-405b-b515-76dcb6ce8c4b,8ad557df-852c-43b0-bb96-78e452e4f4a1,174,4.490678192642622,False,0.5509321807357378,2,2,52,2026-04-17 12:53:02.755000,desktop
4e867099-58d8-4a98-b82a-4a2191345435,d564fe88-2a17-4508-a075-1cabe6bfb4b3,885,8.374898761239383,False,0.1625101238760618,4,5,84,2026-04-20 09:53:02.756000,mobile
c341c6c3-4049-4f2c-988b-bded78bb46d7,cef917f0-307a-4b9b-8be5-9e5958ef154d,285,4.793211241895889,False,0.5206788758104111,1,5,56,2026-04-16 12:53:02.758000,mobile
cb2579f1-ba8a-4b99-b206-d7aa1d97bdd4,94b017d3-5c94-4183-8241-471d3899eabc,91,5.741749221040918,False,0.4258250778959083,3,3,60,2026-04-19 05:53:02.760000,desktop
bc179e68-8696-455d-840f-f02aef84dffa,5ad1a2ff-1dd0-4b65-8430-cfb7b0226aef,95,4.056945716714474,False,0.5943054283285526,2,2,62,2026-04-19 21:53:02.763000,desktop
0e1669a2-0026-410a-aef6-396b275b8f62,594389c7-29e0-46f9-b3ab-e2d7b5d08f60,9,0.6663501681357236,True,0.9333649831864276,2,0,26,2026-04-16 08:53:02.764000,mobile
b524bd43-1b3c-4f9b-9b2f-e7d4b0a822e3,a9ca23e2-fae5-412b-b824-01a675d19c55,950,8.427038774619307,False,0.15729612253806935,3,9,90,2026-04-20 18:53:02.766000,mobile
5eee0d67-408e-4a65-8256-6cdff61f8ad6,9fe38c8c-a313-437e-a134-1e311c957d9b,294,4.567785775164127,False,0.5432214224835873,3,3,55,2026-04-15 21:53:02.768000,desktop
c8a83bd3-24d3-4426-9d29-6997c65c137e,1e39826f-8406-48bb-953d-caf8556d2482,31,2.30029927509076,True,0.769970072490924,3,2,26,2026-04-15 01:53:02.770000,desktop
8dabd08b-3dbb-4367-abd9-6def1b10c1a1,fbd9fd0c-9df8-42be-9b6a-d00fc80a4556,40,1.2856213997445067,True,0.8714378600255492,4,0,37,2026-04-15 18:53:02.771000,desktop
4595145f-85b3-4dd3-a154-a2d7435cd893,f21cf28e-ef06-496a-ad37-561b0770288d,722,8.257737903738715,False,0.17422620962612853,4,6,84,2026-04-20 13:53:02.773000,desktop
9b838411-4ae9-44c0-907a-5d7f379895c3,5c1146e1-28dc-4128-9b3b-7dc5ce798304,488,8.685099693628661,False,0.13149003063713377,3,12,77,2026-04-16 04:53:02.775000,mobile
956ea9ed-72b0-42a7-9102-2c9257f4ac7f,9b234306-95a4-406e-8449-0df5a19503e2,73,5.460202593723628,False,0.4539797406276372,3,3,65,2026-04-14 22:53:02.777000,mobile
616cbd63-11f4-407c-9e88-179cce84404f,675d367a-314d-47b9-8697-316f402dfaa4,73,4.919356563768945,False,0.5080643436231055,2,3,42,2026-04-20 01:53:02.779000,desktop
a712b9e3-56a5-4e7d-a43a-dc43f6dc81e0,c56ac6b3-7b5c-48f8-9ca5-d98d96bb194c,22,0.7282048011434838,True,0.9271795198856516,3,0,8,2026-04-15 08:53:02.782000,mobile
816dceb8-c22f-40aa-82bd-bc4a7707d3d9,82003dd0-9497-45b3-8a86-a7275d0d40ef,209,4.252979609773897,False,0.5747020390226103,1,4,64,2026-04-18 08:53:02.784000,mobile
e8dab34f-0c35-455b-b651-d5781f6c33a2,7be5cb82-d6a7-47a1-9fc7-707aebf978d7,1017,7.83602163286584,False,0.21639783671341595,1,9,98,2026-04-20 13:53:02.786000,mobile
cc8ce522-afd0-487e-889c-7457ccc6e2aa,e26a3ffe-254b-431a-b651-94ee3d6b6eb4,180,5.356052000405329,False,0.4643947999594671,1,1,64,2026-04-18 11:53:02.787000,mobile
c11e23c4-8683-4367-8aa1-fe5b65800e12,c1b5230d-29b6-4c2c-a2a1-817262ccef16,27,1.1317633102056117,True,0.8868236689794389,3,2,26,2026-04-15 23:53:02.788000,desktop
8bfd1baa-6e5c-4452-a31b-e9032d02520a,b1421479-f9a8-43e4-a6c6-c67edace07ce,91,5.4213642913225515,False,0.4578635708677448,3,3,51,2026-04-15 21:53:02.790000,desktop
86628a16-aa19-4054-8a44-ddf92b0bf773,df528af2-701f-4082-b074-cfa9b9fbcb75,180,4.463343423300473,False,0.5536656576699527,2,4,61,2026-04-21 18:53:02.790000,desktop
c3361ef3-e080-43b1-9129-38ed0b68e842,bcf7304d-19a6-4beb-aca9-d4a8cfdc63da,291,4.909744095588239,False,0.509025590441176,1,4,41,2026-04-15 01:53:02.792000,desktop
6311706d-b173-4b68-bd41-3c8a0abafe1f,9a4bff26-4852-4db8-8e27-d899c3c5a455,644,7.398101727752869,False,0.26018982722471307,2,12,87,2026-04-20 07:53:02.794000,desktop
4dd4a4a1-ffb4-4c07-bc95-6d13ee20a978,c683ce86-2946-466c-a07a-8fe9509f0103,624,7.681062550154162,False,0.2318937449845838,2,10,79,2026-04-21 18:53:02.795000,mobile
caeaf1bc-8adb-41f3-ad6c-7e4d8e1944e2,b1b2036c-08a1-4aff-8a8e-ed6c2d971ccb,118,4.6522546394609705,False,0.5347745360539029,3,5,57,2026-04-18 15:53:02.796000,mobile
6aa91321-c71e-45d6-87e5-195cd7c86a80,c7d2117b-9417-4db9-a00d-53af00b7eb8f,39,1.348580250258543,True,0.8651419749741458,4,0,11,2026-04-20 12:53:02.797000,mobile
2b314ecb-90e9-4695-9453-3cd88026d714,e17199fd-d6d8-412c-a4d1-3ff5938923ab,196,5.926712158637114,False,0.4073287841362886,2,5,50,2026-04-16 16:53:02.799000,desktop
4777ad8e-3a16-4270-a2c4-95b83542e054,0d0df68c-7b8b-432b-b97e-68e84cb40e93,181,5.009908374057214,False,0.49900916259427863,3,5,41,2026-04-19 06:53:02.800000,desktop
1e822ec4-998b-4075-885c-a64f5a3775d4,cb5143f6-be90-42c8-8024-aa8be29d603f,232,4.394291242485176,False,0.5605708757514825,3,2,64,2026-04-20 20:53:02.801000,mobile
b4790da1-09ee-4d36-b1cd-ebb1d37deeeb,1a26665a-a491-4c6c-abe0-0ef664466b15,80,4.4389378757698665,False,0.5561062124230134,1,2,57,2026-04-19 15:53:02.803000,desktop
cf2b95e4-0826-4a55-8e41-9d46aedce51c,59cc05af-daf8-43bf-9aef-ef4174cb3c5e,11,1.0100483445457655,True,0.8989951655454235,4,0,14,2026-04-16 02:53:02.804000,desktop
4468f1f7-23c3-4a49-9b79-f345f00b5455,5097aeb0-8f9e-410b-87bc-8be32550adab,598,7.216114682548925,False,0.27838853174510747,2,12,80,2026-04-15 10:53:02.806000,mobile
18460255-6a8a-471b-bbd3-609f003265cb,cc1ee5e1-404b-47ea-a5c6-c4522c80a97a,101,5.0953851138548885,False,0.49046148861451117,3,4,48,2026-04-18 16:53:02.807000,mobile
716cb85a-6075-4495-a8ba-4bec466858f8,38556648-e0a8-4750-9a68-4651cbeb60ad,180,4.113376571897369,False,0.5886623428102631,2,2,50,2026-04-21 08:53:02.809000,desktop
11043b88-a502-4e41-8207-555e953ba786,4288651b-3fee-4002-8250-a86c2bac850b,678,8.097288634344622,False,0.19027113656553785,3,15,80,2026-04-18 23:53:02.811000,mobile
329d5d94-f2c4-4038-a3e8-93123f950e08,8d32393e-e7ff-4eae-9f90-94b74353d6a1,108,4.742065913479933,False,0.5257934086520067,1,5,66,2026-04-15 05:53:02.814000,mobile
1d32666e-7fa7-4204-81d0-1b209b2da60a,d31a8a75-e9cd-4ccd-9963-a1c2fec9002d,742,7.661595985625677,False,0.23384040143743232,1,8,76,2026-04-16 17:53:02.815000,mobile
3b386cbc-cc95-4bcd-a253-07e015bf1f27,185375bd-767a-4f2b-bc7a-a78c59db82f2,149,4.615149035776769,False,0.5384850964223231,2,1,69,2026-04-16 14:53:02.817000,desktop
5459d37b-94f2-481b-852d-80aa38dc9394,447bb929-8bc9-48df-9232-bec4277e5585,217,4.4580073531666775,False,0.5541992646833322,3,2,45,2026-04-21 18:53:02.819000,desktop
3bb833c2-467e-4857-a871-09d4f7ba4d4a,82bc9d31-30ec-4dfd-b93b-687f42a2b608,171,5.468568510109819,False,0.4531431489890181,2,4,40,2026-04-20 02:53:02.821000,mobile
3ffc9af4-9f11-4707-a0fe-c0d4b2ea9338,e3a07014-065a-478f-bcf9-175fe8656cdf,28,2.806838530901212,True,0.7193161469098788,1,1,37,2026-04-15 03:53:02.822000,mobile
5611603a-6bd9-4c11-9495-c8fd58dd05db,520df044-7076-4db9-b424-10b9f0004f6a,42,2.425474363950773,True,0.7574525636049227,4,0,26,2026-04-14 21:53:02.824000,mobile
7d355af0-3b21-48c5-930a-35e9bd92ae7f,15d4beb1-3753-48a9-b644-3ca629637d99,34,2.335425086904168,True,0.7664574913095832,2,0,40,2026-04-20 13:53:02.826000,desktop
50f0ba49-ec3b-44fe-bb4f-97ec37bdc068,85a379df-7ea8-40ac-8c04-498dffdd300a,369,7.874508075911656,False,0.2125491924088344,4,13,100,2026-04-21 18:53:02.828000,mobile
545c467c-1653-44cb-b131-f0538683d2c5,01ea7dff-e873-4966-825f-961105bb9f2d,362,8.324402473752713,False,0.16755975262472872,3,9,94,2026-04-20 11:53:02.830000,mobile
28bf8d8c-9373-431c-8260-6110e1835d1b,197e7d79-73b7-457c-8e68-92bb9502138c,134,5.710117710413812,False,0.4289882289586189,4,3,69,2026-04-15 19:53:02.831000,mobile
a212fd31-80af-4d4a-b82e-2c805221e9ea,103f5e86-31d0-467e-8fc4-baab05dd842e,612,7.05517056339195,False,0.29448294366080496,3,13,81,2026-04-20 09:53:02.833000,mobile
39695aca-5958-4fb7-b24c-b7e357b59380,b92f1750-405d-4dc6-968c-04ae2d3b0de8,208,5.760849128096919,False,0.42391508719030807,2,3,54,2026-04-19 09:53:02.835000,mobile
b3d5ddcf-30ea-4703-8d5b-e9074223ae9b,b967632a-fcdc-4b52-9286-f36cd02aaea4,1178,8.781365086570153,False,0.12186349134298474,3,12,87,2026-04-20 08:53:02.836000,desktop
c0834356-7c1f-4dac-a4b2-8a07b03952cd,181524f2-3405-4e3a-921e-c10d54ded68c,243,5.214969813455295,False,0.4785030186544705,2,3,49,2026-04-15 19:53:02.838000,desktop
8721b2e5-5ed1-4d02-af58-8ab70ea419bf,f278a367-36b8-425e-a9d0-5a983d7d79b1,142,5.766895811903505,False,0.4233104188096495,4,2,64,2026-04-19 03:53:02.842000,mobile
9c851aeb-68e7-42e6-8b09-69f802f88d51,2e932ffa-6ad5-4978-8bdd-8bf95246162a,16,2.80894602736931,True,0.719105397263069,3,0,23,2026-04-16 21:53:02.844000,desktop
a58dd74f-1fad-49da-933d-c54991496cbd,5a962e82-f111-4eab-a966-d4eb8c197090,23,1.51899654349201,True,0.8481003456507991,4,0,24,2026-04-14 22:53:02.846000,desktop
de1d9c95-1a67-40dc-93e8-a9ce8fccd9af,6d6d0543-5a82-4848-bf18-030f416bc3f2,46,1.2703247864348128,True,0.8729675213565187,1,0,24,2026-04-16 16:53:02.848000,desktop
8cf91074-a708-46a1-b790-a97aec545dc2,fe91e884-af63-4180-b164-0880cc751135,880,8.12732273217164,False,0.18726772678283599,1,15,86,2026-04-17 15:53:02.849000,desktop
b4c9ccbd-562b-4042-a597-d7bcbcca8ae0,ecb50b67-d887-44a5-bfd0-bd1f0ad9eccc,9,1.4117785957646376,True,0.8588221404235362,1,1,6,2026-04-16 01:53:02.851000,desktop
bacc98b4-6b37-44fc-a87a-5092c2524d4d,b6d39761-7719-4c3b-b82f-3638e2c4c2e7,149,4.8846270639924025,False,0.5115372936007597,2,4,68,2026-04-15 07:53:02.853000,mobile
fb5cb148-e749-4e1b-a9e1-f5158e450a8b,63cba27f-21c6-464a-94d7-fa147516be50,243,5.736074201519116,False,0.4263925798480883,3,5,67,2026-04-15 13:53:02.854000,mobile
b08cebef-52e4-41d2-a0e8-b38a039adb6d,265fa26e-7b50-459b-bbb9-6eccd98b6b6e,159,5.999289907013007,False,0.4000710092986993,3,1,57,2026-04-21 05:53:02.856000,mobile
de84f123-1a8c-454d-a3d6-2cf4bc936633,02e870a0-380f-48c8-86c3-13a935195551,137,4.811390277506452,False,0.5188609722493548,2,4,55,2026-04-16 21:53:02.859000,mobile
8ba2bdf1-ad99-4d4c-a67e-32e48ae95db8,8fff28d9-8d87-41c3-b997-07b352f940e9,642,8.431734910251153,False,0.15682650897488465,3,9,90,2026-04-21 19:53:02.860000,desktop
718f3284-f783-40e1-a845-4b8b432bece0,ed4ec761-b13b-4f72-b0d9-326046ed9c1b,44,0.9361322513030998,True,0.90638677486969,3,0,4,2026-04-15 06:53:02.862000,desktop
6c3a2b65-384b-4523-83ee-eb35e20792aa,94c841b4-b473-40f1-8b04-64f01b12d20a,12,2.2280885270641893,True,0.7771911472935811,1,1,15,2026-04-19 09:53:02.863000,desktop
593abb35-939f-4559-9f23-bd9e1388d2b8,b941f586-aecf-4a7b-be13-c8f9193266a9,26,2.1153938172472477,True,0.7884606182752752,1,2,38,2026-04-14 21:53:02.865000,mobile
408aa1b0-e915-4a0a-907e-3542fd87bbd6,885cb412-589a-4fc2-8d86-069bf74ddb42,216,5.731985396662841,False,0.4268014603337159,3,3,57,2026-04-17 12:53:02.866000,mobile
6597ff55-2fb4-479a-a657-39be5cb44eed,a90a9113-40c5-4f1f-ad48-2fece882932f,9,2.38619718449145,True,0.761380281550855,3,1,20,2026-04-14 21:53:02.867000,mobile
b6154925-08f9-4bd2-9d41-6dc589c025b6,eba76da3-b9b4-4b78-850f-3ad4b550d804,180,5.834855654394339,False,0.41651443456056614,4,4,66,2026-04-21 02:53:02.869000,desktop
f279aff6-8aab-4cc7-83ab-b263ebb30fb1,9e8809d4-8072-4c0e-8448-f32baa4fb8b5,53,1.7114795955428654,True,0.8288520404457135,4,1,16,2026-04-20 21:53:02.870000,desktop
ecafe0a7-1c9f-4c59-8be8-2ec297568c14,90d6c5cd-5db3-464c-8135-b415d4399d32,222,5.270288369388342,False,0.4729711630611658,3,3,53,2026-04-17 03:53:02.871000,desktop
a927cf15-f3b6-4bc4-b8ad-9be52de14073,fbf1348b-37bc-4185-900c-4be447bf366b,770,7.949003025873652,False,0.20509969741263478,1,5,82,2026-04-21 16:53:02.875000,mobile
34d620e5-de5d-462c-8e2c-ce62973307bc,f589dab9-c9d1-4a25-b10c-2d36e0400f15,12,0.9139608247706192,True,0.9086039175229381,3,0,37,2026-04-16 02:53:02.878000,mobile
997ab834-debf-4bbd-ac42-b9c4e69ce414,ca0b1a5c-333e-4929-a7c3-c8404013d98e,175,4.09066396759727,False,0.590933603240273,4,4,41,2026-04-18 21:53:02.879000,desktop
f710ebf1-d19a-416a-84db-204d49bb97ad,37bb2664-aad0-4e65-b460-de1e42a440e3,430,8.035138351039118,False,0.19648616489608822,1,12,95,2026-04-21 04:53:02.880000,mobile
c8182ba7-6619-478f-a8a0-509a05ba2612,d17b2f66-8501-44b1-89b4-593a45e4dc18,635,7.415772977279108,False,0.2584227022720892,3,9,100,2026-04-20 21:53:02.882000,desktop
007ca96f-bde8-4aa2-925c-743897fe0ace,99349a66-cef9-4829-a9ca-3484d81dd40b,147,5.245524922014086,False,0.47544750779859135,3,4,62,2026-04-15 23:53:02.884000,mobile
458d52f4-c048-42fb-aac5-8ce4567f7111,754f8719-b0de-4523-83a7-acd34f8cee6a,374,8.05138710288696,False,0.19486128971130395,4,10,87,2026-04-19 23:53:02.885000,mobile
e4bdd31c-4464-4cc1-bdc4-e4468b8aac0f,b685452b-ac0c-442f-8ae6-d692fce90af3,84,5.1113556205136605,False,0.48886443794863393,1,5,61,2026-04-20 08:53:02.887000,desktop
2c26cf37-61dc-4cff-a862-52c1e725da6f,45c90821-7d1b-4d04-8ce1-93ab946bfeeb,289,4.885579955527685,False,0.5114420044472314,2,4,53,2026-04-21 13:53:02.888000,mobile
f34979ba-dd5b-43a8-a406-8bd8d01613bc,aea08a3d-545b-4f44-8338-3cff7538e2d6,273,5.609710296669743,False,0.43902897033302574,1,3,60,2026-04-20 14:53:02.890000,desktop
9151863f-8bf1-4853-948a-8ee306cd9c4b,4c0184a0-4a12-4cf9-8b4d-a2b40f673b99,251,5.5091418972794335,False,0.4490858102720567,1,4,48,2026-04-21 16:53:02.893000,mobile
e8560d53-aa53-4086-87fa-951420355668,2ac738ff-1120-40f8-80fd-cf45e2349ddf,122,4.658555450492363,False,0.5341444549507637,2,4,46,2026-04-15 19:53:02.897000,desktop
eec00639-ab26-4096-9e52-20cdd4a653d2,10d0c810-6460-4af4-9c2d-f87239dd79b9,30,2.633929116938642,True,0.7366070883061357,4,1,28,2026-04-18 19:53:02.901000,mobile
ea5cc0e8-73a0-4662-aa14-c5f0bf3fae33,ffc1ec36-4725-4772-a3f9-fd0e24095dc3,161,4.782918278725074,False,0.5217081721274927,3,2,53,2026-04-17 07:53:02.902000,desktop
83ece712-5176-4daf-93ad-a5fd1495c0a6,8b17580f-2514-4e83-ba86-534e61ddf1b2,108,5.019662695219153,False,0.4980337304780847,4,3,63,2026-04-17 15:53:02.905000,desktop
7be3f8d5-8b31-4ff8-b123-ae85370675b7,6e258b97-063f-4c29-9ca3-620ed4cd45f5,992,8.669874518562802,False,0.13301254814371982,2,5,95,2026-04-15 12:53:02.908000,mobile
d25a4513-1c6c-4a1d-87f5-06f6f54a5386,6f26566d-ab07-4c7c-8c7c-135f8a5ef301,1088,7.238699540222955,False,0.2761300459777045,4,8,83,2026-04-20 08:53:02.912000,desktop
98d7d0a9-3b56-406c-8ade-64f49d447f24,20a937d2-5cbe-4714-a70f-c24c89272e1f,227,4.335268160916059,False,0.5664731839083941,4,1,51,2026-04-16 07:53:02.914000,mobile
73de5208-71fc-4f8f-bae0-03abf64d1a2d,203ae02b-6e17-4360-9cd3-e8460485bf28,959,7.027607269320789,False,0.2972392730679211,3,15,100,2026-04-14 21:53:02.917000,mobile
75e02597-d30c-47f1-a005-21fcabf7cc5e,f24f67a1-238e-4d92-8025-1c151828890e,258,5.162158815733911,False,0.4837841184266089,1,2,43,2026-04-15 13:53:02.918000,desktop
7a2fdbfd-eb5c-49ff-bee6-4efeddb42f96,7f167afd-2c9a-4189-8bc7-8df52b5904d7,604,7.555507492153941,False,0.24444925078460591,4,11,83,2026-04-20 02:53:02.920000,desktop
cac7c6a9-63c3-4123-956e-36963d000b03,c8f5735e-0885-4ae7-a459-c35aecaf8bbc,117,5.022973013421814,False,0.4977026986578186,1,1,61,2026-04-15 04:53:02.921000,mobile
d80f6f86-e526-4ec6-8394-dac42a90548b,6b1a8814-b485-4689-ae0f-411cf31f6f9f,27,0.8115215472955448,True,0.9188478452704456,4,2,36,2026-04-15 07:53:02.922000,mobile
e37f82ae-3b42-418d-8804-aa035cd90985,30830cc6-953d-493d-bbb1-e2a5b1c1d085,630,8.048640937716465,False,0.19513590622835353,1,13,88,2026-04-15 07:53:02.929000,desktop
3196f230-dcf2-4b4f-b817-bdfe7cb64d21,92e5fcc2-375d-4fe2-9f2e-4d83804531b1,83,5.921261491539658,False,0.40787385084603417,2,2,46,2026-04-17 14:53:02.930000,desktop
f287e195-9c2a-487d-9105-b9b424d14f02,2c78f4ae-1c38-43ec-a67e-eb4227f3e06d,13,2.727702017010407,True,0.7272297982989593,2,1,17,2026-04-16 11:53:02.933000,desktop
c2f1738c-8d03-43be-9163-45bb89a4f91e,bfc546f6-58e1-4bd8-82d1-e209c0d4a5a5,1159,8.209623666237913,False,0.1790376333762087,4,12,88,2026-04-17 23:53:02.934000,desktop
ada4376d-9f58-480c-8062-2ac305ed775f,4db075b7-f9e8-4e1b-90ca-699ea647219d,492,8.223967445212953,False,0.17760325547870479,3,6,76,2026-04-16 15:53:02.936000,desktop
f6dce819-765e-4d82-816f-37bdbbb5b6d6,6881cd7c-c02b-4941-894a-0a013cbb24e8,996,8.06645298603026,False,0.19335470139697405,1,7,89,2026-04-19 21:53:02.937000,desktop
686ebd21-b6d1-4862-8140-e1876ec1c217,7bd8174f-70f9-4433-81b4-59ae443ab667,1184,7.6862935400650265,False,0.23137064599349733,4,11,78,2026-04-17 10:53:02.939000,desktop
4203cf9e-d1c9-4277-ae64-31528a3aeac3,5c764739-2ab6-4ce2-a4ca-92702e3557ec,519,8.688234560290256,False,0.1311765439709744,4,11,78,2026-04-15 08:53:02.940000,mobile
75aa183b-77ef-43ea-b4b4-f3363047d5f7,a64e87e8-0ee8-435a-be04-2f847647584a,7,1.8574029022657186,True,0.8142597097734281,3,2,31,2026-04-15 06:53:02.941000,mobile
bbfe6c7a-d360-40e0-abf1-cf026ba9690b,9e6a8565-aa0c-4afe-bd1c-a2c71d2b103f,109,4.311141727229391,False,0.5688858272770609,3,5,41,2026-04-18 09:53:02.942000,desktop
dfc14348-e440-4ef5-8c18-91f3850b2118,30972d78-e62f-4c8b-b1dd-d03f7ecfda2f,446,8.047819710969744,False,0.1952180289030257,1,10,89,2026-04-16 21:53:02.943000,mobile
999fddff-3093-4676-a738-dfdc9bf2ad34,56841af7-a584-4f86-98a5-dd2334db55eb,1002,7.352711457145766,False,0.2647288542854234,4,6,73,2026-04-15 00:53:02.945000,mobile
487fab4e-c7b1-4f3a-9ef0-56b7ff8516fe,84e3f3aa-abdc-4190-a88c-39ba6c4065a4,133,5.598745330386754,False,0.4401254669613246,4,2,46,2026-04-18 10:53:02.947000,mobile
b91f8e68-2119-4748-9861-3e5b7d315420,19e910ef-d93e-4048-bc14-ef22bbab8e8a,693,7.101073702276864,False,0.28989262977231367,1,6,78,2026-04-17 12:53:02.950000,desktop
31606ac3-f999-45b1-94a1-44ceb3e29dea,8ddc49b3-9fa1-4056-914c-61170758040e,1135,7.711229449783902,False,0.22887705502160982,1,14,88,2026-04-19 07:53:02.952000,mobile
ca59e6a3-a419-40a6-8304-11e96f3061d7,2c444e1d-5de3-49b7-83ea-79062e8b6815,139,5.672899078364858,False,0.4327100921635142,2,1,58,2026-04-16 03:53:02.955000,desktop
cdadd7db-4ef3-4b6a-b6bb-7c48fbef25a6,f9f4818d-6272-40bb-b42a-1ae0b96af3c2,186,4.225269256790587,False,0.5774730743209413,2,5,56,2026-04-18 06:53:02.961000,mobile
077cc2be-2f04-4395-aee5-c446596bb51b,f20988f7-f1f2-4f74-bdef-a33417787904,229,5.111241182791179,False,0.48887588172088203,4,5,59,2026-04-18 05:53:02.963000,mobile
84486529-4315-4c74-b48b-aaf84983b6e1,b15237f4-4110-40e2-ba8e-cd7616afd07d,626,7.432459110490644,False,0.25675408895093565,1,13,82,2026-04-19 03:53:02.965000,mobile
56943862-a649-4581-822a-5722e605572f,c0e9c148-406b-4e2c-91f1-37e7d791b142,12,0.5743711401075071,True,0.9425628859892493,3,2,19,2026-04-16 02:53:02.967000,mobile
d5c2886d-ad0f-4880-8a8f-7e872e3cc6d7,f3a0f369-c899-40ac-8a88-cfc09aaaf103,268,5.315557803614826,False,0.46844421963851735,2,3,46,2026-04-18 20:53:02.969000,desktop
d15bd667-b39d-4ade-8224-9fa2e249db1d,67a041f1-5118-4c7d-a542-462d5a6cecfb,31,1.2714420571025098,True,0.872855794289749,4,2,9,2026-04-19 07:53:02.970000,mobile
5f0dc6c3-db48-46da-8403-7e17c6f980a5,9bd3dbd9-a5b1-4cde-a568-9ff6e5d82e3d,219,4.730350648408539,False,0.5269649351591461,4,5,42,2026-04-20 12:53:02.972000,mobile
156d6355-6103-4e78-b7a5-7927d7ab1c9b,02e413a7-5ce8-4234-8b9c-3c910887a9a7,707,8.330984079957457,False,0.16690159200425436,3,12,94,2026-04-20 18:53:02.975000,mobile
493dcf78-7a1d-4356-b83b-4a9701104a5e,4b8b9268-16f8-46a8-9401-01f25710eb65,252,5.841508624416586,False,0.4158491375583414,2,2,64,2026-04-21 06:53:02.978000,desktop
b67967bd-f263-49f5-802b-c26766f9d786,59dac5dd-df79-48b4-b511-8e61eb9ac001,225,4.153369412220062,False,0.5846630587779937,1,3,45,2026-04-18 06:53:02.979000,mobile
7b1101af-76fb-4389-ba27-ab0b5e7d816e,c082a65e-1394-4e39-9d0e-c1afa65e887c,201,4.6315732962596945,False,0.5368426703740306,2,4,45,2026-04-20 14:53:02.980000,desktop
